year,month,day,hour,Surface net solar radiation,Surface pressure,2 metre temperature,10 metre V wind component,2 metre dewpoint temperature,10 metre U wind component,Skin temperature
2009,6,12,1300,2602624.0,97921.625,299.496826171875,-0.34877532720565796,284.110107421875,-1.2634191513061523,305.0029296875
2009,6,13,1300,2483461.0,97975.0,301.619140625,-0.49104398488998413,288.798095703125,-1.094228744506836,307.445068359375
2009,6,14,1300,2537157.0,98193.5625,302.584228515625,2.7408370971679688,288.029296875,-1.9098663330078125,307.411865234375
2009,6,15,1300,1910281.0,98089.0625,300.244384765625,3.364689826965332,291.445556640625,-1.0993719100952148,304.718994140625
2009,6,16,1300,1770190.0,97885.25,299.73974609375,4.163591384887695,292.239501953125,-2.3658084869384766,305.154052734375
2009,6,17,1300,1992853.0,98398.25,297.13427734375,-2.5630722045898438,289.43115234375,-0.765077531337738,302.80224609375
2009,6,18,1300,2483719.0,98133.5625,301.902587890625,-0.032095421105623245,289.541748046875,-0.9109932780265808,307.86767578125
2009,6,19,1300,2466535.0,97618.375,302.637939453125,1.9310245513916016,291.89794921875,-0.9371960163116455,307.1494140625
2009,6,20,1300,2280231.0,97350.125,299.37841796875,-2.876070976257324,284.2255859375,-2.0195188522338867,302.435791015625
2009,6,21,1300,2608059.0,97634.4375,295.388427734375,-2.118138313293457,283.61181640625,-0.25435465574264526,299.473876953125
2009,6,22,1300,1949047.0,97509.5625,295.920654296875,-2.1951608657836914,279.964111328125,-0.7350070476531982,297.9873046875
2009,6,23,1300,2457910.0,97224.1875,298.165771484375,-2.615799903869629,279.99853515625,-0.06274181604385376,302.289306640625
2009,6,24,1300,2648019.0,97037.5625,300.30859375,1.046407699584961,284.778564453125,-1.0657577514648438,305.806396484375
2009,6,25,1300,2155027.0,97043.9375,298.72314453125,2.855423927307129,290.166259765625,-1.3710336685180664,302.958251953125
2009,6,26,1300,2352482.0,97090.4375,299.052001953125,1.3888416290283203,290.4716796875,-1.0777063369750977,304.112548828125
2009,6,27,1300,2145580.0,97175.375,300.5966796875,0.10313844680786133,289.009033203125,-0.12792927026748657,305.51953125
2009,6,28,1300,2268871.0,97397.4375,301.2890625,0.9748932123184204,291.37646484375,-0.26395976543426514,306.425048828125
2009,6,29,1300,2213554.0,97566.375,302.4404296875,0.595587432384491,291.68603515625,-0.5038543343544006,307.8583984375
2009,6,30,1300,2354939.0,97835.0,302.229736328125,-0.5465700626373291,292.046875,0.011647671461105347,307.78125
2009,7,1,1300,2359805.0,97948.5625,302.869140625,-1.9655179977416992,290.75927734375,0.19931727647781372,302.755859375
2009,7,2,1300,2210816.0,97789.6875,302.76513671875,0.9246001839637756,289.30517578125,-0.7558286190032959,307.43798828125
2009,7,3,1300,2514484.0,97465.0625,303.02734375,1.828129768371582,292.89794921875,-0.8124391436576843,306.79541015625
2009,7,4,1300,1973305.0,97252.6875,301.372802734375,1.3634767532348633,293.290771484375,-1.0947952270507812,305.162353515625
2009,7,5,1300,2356599.0,97093.5,302.174560546875,1.0203838348388672,292.234375,-0.7348440289497375,306.465576171875
2009,7,6,1300,2249435.0,97069.4375,300.89697265625,0.14983385801315308,289.885009765625,-0.9439741969108582,304.4931640625
2009,7,7,1300,2444931.0,97027.125,299.2607421875,-0.4310280680656433,290.361083984375,-0.7065970301628113,302.1875
2009,7,8,1300,2551329.0,97284.375,299.5419921875,-0.43005549907684326,281.051513671875,0.08392608165740967,303.78125
2009,7,9,1300,2072819.0,97480.375,298.8857421875,0.25267207622528076,285.0517578125,-0.21575075387954712,303.077392578125
2009,7,10,1300,2380520.0,97467.75,297.730224609375,0.251464307308197,289.294921875,-0.11979347467422485,301.86669921875
2009,7,11,1300,2120623.0,97722.125,298.06640625,0.08097094297409058,287.97265625,-0.8812476992607117,302.56640625
2009,7,12,1300,1856950.0,97810.625,299.354248046875,2.4749717712402344,289.719970703125,-2.01535701751709,300.142333984375
2009,7,13,1300,1244785.0,97900.9375,298.71240234375,2.6449031829833984,292.67138671875,-1.9193506240844727,299.713134765625
2009,7,14,1300,2178316.0,97877.25,301.7119140625,1.4754819869995117,291.930908203125,-1.0181074142456055,305.37353515625
2009,7,15,1300,2286814.0,98174.4375,301.4794921875,1.6804447174072266,289.38134765625,-0.6888314485549927,305.833984375
2009,7,16,1300,2494341.0,98135.1875,304.56103515625,0.08011651039123535,291.08544921875,-1.0286521911621094,310.07470703125
2009,7,17,1300,1985760.0,97171.75,301.7548828125,5.112593650817871,293.169189453125,-2.7829246520996094,305.101318359375
2009,7,18,1300,2449794.0,97305.0625,299.47705078125,0.04665443301200867,281.8720703125,1.7686100006103516,302.900146484375
2009,7,19,1300,2571830.0,97935.4375,299.3330078125,2.324063301086426,285.711181640625,-1.5996522903442383,302.56396484375
2009,7,20,1300,2571938.0,98201.125,299.789306640625,0.915213942527771,288.5751953125,-0.6016457080841064,304.381591796875
2009,7,21,1300,2224475.0,98201.3125,300.4501953125,1.663313865661621,290.24365234375,-1.096517562866211,302.2548828125
2009,7,22,1300,1773846.0,97914.1875,299.84814453125,2.408492088317871,291.52490234375,-1.2452468872070312,302.786376953125
2009,7,23,1300,2024281.0,97570.5625,300.958740234375,3.098766326904297,291.31689453125,-0.966210126876831,302.388671875
2009,7,24,1300,1768385.0,97585.4375,301.466064453125,3.310420036315918,292.780029296875,-1.7139348983764648,305.2099609375
2009,7,25,1300,2680738.0,97994.25,303.002197265625,-2.289639472961426,281.87646484375,0.026568345725536346,308.05224609375
2009,7,26,1300,2377435.0,98221.4375,301.642822265625,-1.5187759399414062,287.454345703125,-0.5040631890296936,308.3798828125
2009,7,27,1300,2240157.0,97927.125,302.69189453125,0.4776790142059326,288.932373046875,-0.5791893005371094,308.3564453125
2009,7,28,1300,2485772.0,97840.4375,303.014404296875,1.1439170837402344,290.135009765625,-0.6662114262580872,310.254150390625
2009,7,29,1300,2066853.0,98024.75,303.06640625,-1.2003593444824219,290.322265625,-1.2427864074707031,309.923583984375
2009,7,30,1300,1987587.0,97832.875,304.81787109375,1.5536346435546875,291.593017578125,-0.8432923555374146,311.888916015625
2009,7,31,1300,1706571.0,97889.1875,302.5361328125,-2.098790168762207,291.2021484375,-1.499704360961914,307.295166015625
2009,8,1,1300,2119729.0,97714.125,303.3671875,0.13007915019989014,291.4384765625,-0.9748610854148865,309.4658203125
2009,8,2,1300,1970393.0,97516.5,300.186767578125,1.7674341201782227,290.21728515625,-0.4741405248641968,307.7265625
2009,8,3,1300,1109578.0,97366.3125,295.08740234375,-2.364651679992676,290.05615234375,-1.1399002075195312,294.654541015625
2009,8,4,1300,2607297.0,97605.3125,300.58349609375,-1.8425846099853516,285.763427734375,-1.3762359619140625,305.855712890625
2009,8,5,1300,2564841.0,97864.875,302.0009765625,-0.5026654005050659,288.316162109375,-1.051274299621582,307.74072265625
2009,8,6,1300,2431147.0,97786.4375,303.48583984375,0.774824321269989,290.339599609375,-1.156834602355957,309.2861328125
2009,8,7,1300,2127904.0,97740.3125,304.164794921875,-0.5489202737808228,290.6689453125,-0.4330371022224426,309.879150390625
2009,8,8,1300,1210121.0,97826.875,297.40478515625,-1.8987922668457031,292.5693359375,0.41483134031295776,300.42626953125
2009,8,9,1300,2191988.0,97722.625,300.760498046875,-1.779271125793457,292.706787109375,-0.6725127696990967,304.435302734375
2009,8,10,1300,1540813.0,97859.4375,298.7802734375,0.6180546283721924,292.652587890625,-1.7441520690917969,300.01513671875
